,Kingdom,Phylum,Class,Order,Family,Genus
ASV_20388,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_20389,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,NA
ASV_20390,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter
ASV_20391,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Phaeodactylibacter
ASV_20392,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),NA,NA
ASV_20393,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA
ASV_20394,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV_20395,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
ASV_20396,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_20397,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
ASV_20398,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_20399,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
ASV_20400,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV_20401,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV_20402,Bacteria,Gemmatimonadetes,PAUC43f_marine_benthic_group,NA,NA,NA
ASV_20403,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_20404,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_20405,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_20406,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Synechococcus_PCC-7902
ASV_20407,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV_20408,Bacteria,Proteobacteria,Deltaproteobacteria,MBNT15,NA,NA
ASV_20409,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,NA
ASV_20410,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV_20411,Bacteria,Armatimonadetes,NA,NA,NA,NA
ASV_20412,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Candidimonas
ASV_20413,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,NA
ASV_20414,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Berkiella
ASV_20415,Bacteria,Actinobacteria,Acidimicrobiia,NA,NA,NA
ASV_20416,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,NA,NA
ASV_20417,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,NA,NA
ASV_20418,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA
ASV_20419,Bacteria,Elusimicrobia,Lineage_IIb,NA,NA,NA
ASV_20420,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula
ASV_20421,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA
ASV_20422,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
ASV_20423,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_20424,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,NA
ASV_20425,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207
ASV_20426,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA,NA
ASV_20427,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium
ASV_20428,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,NA
ASV_20429,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA
ASV_20430,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
ASV_20431,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter
ASV_20432,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307
ASV_20433,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207
ASV_20434,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Sporomusa
ASV_20435,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans
ASV_20436,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,NA
ASV_20437,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,NA
ASV_20438,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocales_Incertae_Sedis,Microseira_Carmichael-Alabama
ASV_20439,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
ASV_20440,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter
ASV_20441,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter
ASV_20442,Bacteria,Bacteroidetes,Ignavibacteria,SJA-28,NA,NA
ASV_20443,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,alphaI_cluster
ASV_20444,Bacteria,Chloroflexi,Anaerolineae,ADurb.Bin180,NA,NA
ASV_20445,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA
ASV_20446,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula
ASV_20447,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_20448,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,NA,NA
ASV_20449,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1
ASV_20450,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV_20451,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA
ASV_20452,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
ASV_20453,Bacteria,Proteobacteria,Deltaproteobacteria,DTB120,NA,NA
ASV_20454,Bacteria,Planctomycetes,vadinHA49,NA,NA,NA
ASV_20455,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA
ASV_20456,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA
ASV_20457,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter
ASV_20458,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV_20459,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,NA,NA
ASV_20460,Bacteria,Armatimonadetes,DG-56,NA,NA,NA
ASV_20461,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,NA
ASV_20462,Archaea,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,NA,NA
ASV_20463,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,B122,NA
ASV_20464,Bacteria,Chloroflexi,Anaerolineae,NA,NA,NA
ASV_20465,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_20466,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,NA,NA
ASV_20467,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_20468,Archaea,NA,NA,NA,NA,NA
ASV_20469,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV_20470,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,NA
ASV_20471,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV_20472,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,AKAU3564_sediment_group,NA
ASV_20473,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,VHS-B3-70,NA
ASV_20474,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Paludibaculum
ASV_20475,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
ASV_20476,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis
ASV_20477,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,NA,NA
ASV_20478,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA
ASV_20479,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,NA,NA
ASV_20480,Bacteria,GN01,NA,NA,NA,NA
ASV_20481,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
ASV_20482,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Ellin6067
ASV_20483,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_20484,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Anaeromyxobacter
ASV_20485,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_20486,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylocaldum
ASV_20487,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,NA
ASV_20488,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV_20489,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,RBG-16-58-14
ASV_20490,Bacteria,Actinobacteria,MB-A2-108,NA,NA,NA
ASV_20491,Bacteria,Chloroflexi,Anaerolineae,SJA-15,NA,NA
ASV_20492,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_20493,Bacteria,Firmicutes,NA,NA,NA,NA
ASV_20494,Bacteria,Planctomycetes,vadinHA49,NA,NA,NA
ASV_20495,Bacteria,Latescibacteria,NA,NA,NA,NA
ASV_20496,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Epulopiscium
ASV_20497,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,NA,NA
ASV_20498,Bacteria,TA06,NA,NA,NA,NA
ASV_20499,Bacteria,WS2,NA,NA,NA,NA
ASV_20500,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA
ASV_20501,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA
ASV_20502,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfovirga
ASV_20503,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_20504,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,NA,NA
ASV_20505,Bacteria,Firmicutes,NA,NA,NA,NA
ASV_20506,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_14
ASV_20507,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA
ASV_20508,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_20509,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_20510,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Denitratisoma
ASV_20511,Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,NA,NA
ASV_20512,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,NA
ASV_20513,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA
ASV_20514,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_20515,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,NA
ASV_20516,Bacteria,Armatimonadetes,NA,NA,NA,NA
ASV_20517,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV_20518,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_20519,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_20520,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV_20521,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,NA,NA
ASV_20522,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
ASV_20523,Bacteria,Latescibacteria,Latescibacteria,Latescibacterales,Latescibacteraceae,Candidatus_Latescibacter
ASV_20524,Bacteria,Planctomycetes,NA,NA,NA,NA
ASV_20525,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile
ASV_20526,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geothermobacter
ASV_20527,Bacteria,Proteobacteria,Gammaproteobacteria,B2M28,NA,NA
ASV_20528,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV_20529,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV_20530,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_20531,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_20532,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,NA
ASV_20533,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_20534,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,NA
ASV_20535,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV_20536,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_20537,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA
ASV_20538,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,NA
ASV_20539,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_20540,Bacteria,Proteobacteria,Gammaproteobacteria,JG36-GS-52,NA,NA
ASV_20541,Bacteria,Zixibacteria,NA,NA,NA,NA
ASV_20542,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_20543,Bacteria,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,Hydrogenispora
ASV_20544,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_20545,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_1
ASV_20546,Bacteria,Acidobacteria,Subgroup_9,NA,NA,NA
ASV_20547,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,OLB12
ASV_20548,Bacteria,TA06,NA,NA,NA,NA
ASV_20549,Bacteria,Omnitrophicaeota,NA,NA,NA,NA
ASV_20550,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,NA
ASV_20551,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas
ASV_20552,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosaetaceae,Methanosaeta
ASV_20553,Bacteria,Acidobacteria,Subgroup_22,NA,NA,NA
ASV_20554,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_20555,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_20556,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,NA
ASV_20557,Bacteria,Elusimicrobia,Lineage_IIc,NA,NA,NA
ASV_20558,Bacteria,Omnitrophicaeota,NA,NA,NA,NA
ASV_20559,Archaea,Asgardaeota,Lokiarchaeia,NA,NA,NA
ASV_20560,Archaea,Altiarchaeota,Altiarchaeia,NA,NA,NA
ASV_20561,Bacteria,Planctomycetes,Pla4_lineage,NA,NA,NA
ASV_20562,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV_20563,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_20564,Bacteria,WS1,NA,NA,NA,NA
ASV_20565,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Caldilinea
ASV_20566,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_1
ASV_20567,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca
ASV_20568,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,NA,NA
ASV_20569,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,NA,NA
ASV_20570,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_20571,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,NA
ASV_20572,Bacteria,NA,NA,NA,NA,NA
ASV_20573,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),GOUTB8
ASV_20574,Bacteria,Chloroflexi,Dehalococcoidia,GIF3,NA,NA
ASV_20575,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,MND1
ASV_20576,Bacteria,Zixibacteria,NA,NA,NA,NA
ASV_20577,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV_20578,Bacteria,Planctomycetes,Phycisphaerae,Pla1_lineage,NA,NA
ASV_20579,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_20580,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,NA,NA
ASV_20581,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_20582,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV_20583,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Endothiovibrio
ASV_20584,Bacteria,Omnitrophicaeota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
ASV_20585,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,NA,NA
ASV_20586,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,NA
ASV_20587,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,NA
ASV_20588,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
ASV_20589,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,NA
ASV_20590,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,NA
ASV_20591,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),GOUTB8
ASV_20592,Bacteria,Latescibacteria,Latescibacteria,Latescibacterales,Latescibacteraceae,Candidatus_Latescibacter
ASV_20593,Bacteria,Acidobacteria,Acidobacteriia,Subgroup_13,NA,NA
ASV_20594,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,NA
ASV_20595,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Acidibacter
ASV_20596,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV_20597,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV_20598,Bacteria,Acidobacteria,Blastocatellia_(Subgroup_4),Blastocatellales,Blastocatellaceae,JGI_0001001-H03
ASV_20599,Bacteria,Armatimonadetes,DG-56,NA,NA,NA
ASV_20600,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
ASV_20601,Bacteria,Latescibacteria,NA,NA,NA,NA
ASV_20602,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,NA
ASV_20603,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,IheB3-7
ASV_20604,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV_20605,Bacteria,Planctomycetes,Pla4_lineage,NA,NA,NA
ASV_20606,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,NA
ASV_20607,Bacteria,Chloroflexi,Dehalococcoidia,GIF3,NA,NA
ASV_20608,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
ASV_20609,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV_20610,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,NA
ASV_20611,Bacteria,Zixibacteria,NA,NA,NA,NA
ASV_20612,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
ASV_20613,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,NA
ASV_20614,Bacteria,Armatimonadetes,NA,NA,NA,NA
ASV_20615,Bacteria,Latescibacteria,Latescibacteria,Latescibacterales,Latescibacteraceae,Candidatus_Latescibacter
ASV_20616,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_Incertae_Sedis,Unknown_Family,Deferrisoma
ASV_20617,Bacteria,Omnitrophicaeota,NA,NA,NA,NA
ASV_20618,Bacteria,Edwardsbacteria,NA,NA,NA,NA
ASV_20619,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,NA,NA
ASV_20620,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,SM23-31
ASV_20621,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ercella
ASV_20622,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_20623,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,NA
ASV_20624,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_20625,Archaea,Diapherotrites,Micrarchaeia,NA,NA,NA
ASV_20626,Archaea,Diapherotrites,Micrarchaeia,NA,NA,NA
ASV_20627,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_20628,Bacteria,Planctomycetes,Pla4_lineage,NA,NA,NA
ASV_20629,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,NA
ASV_20630,Bacteria,Chloroflexi,Dehalococcoidia,MSBL5,NA,NA
ASV_20631,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,NA
ASV_20632,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA
ASV_20633,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,Roseimarinus
ASV_20634,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
ASV_20635,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
ASV_20636,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA
ASV_20637,Archaea,NA,NA,NA,NA,NA
ASV_20638,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_20639,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA
ASV_20640,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
ASV_20641,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_20642,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_20643,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,37-13,NA
ASV_20644,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_20645,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Gallionellaceae,Candidatus_Nitrotoga
ASV_20646,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
ASV_20647,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Geothrix
ASV_20648,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas
ASV_20649,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_20650,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,VHS-B3-70,NA
ASV_20651,Bacteria,Bacteroidetes,Ignavibacteria,SJA-28,NA,NA
ASV_20652,Bacteria,Omnitrophicaeota,NA,NA,NA,NA
ASV_20653,Bacteria,Rokubacteria,NC10,Rokubacteriales,NA,NA
ASV_20654,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Sulfuritalea
ASV_20655,Bacteria,WS2,NA,NA,NA,NA
ASV_20656,Bacteria,Planctomycetes,NA,NA,NA,NA
ASV_20657,Bacteria,Latescibacteria,NA,NA,NA,NA
ASV_20658,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,NA
ASV_20659,Bacteria,Omnitrophicaeota,NA,NA,NA,NA
ASV_20660,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,NA
ASV_20661,Archaea,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,NA,NA
ASV_20662,NA,NA,NA,NA,NA,NA
ASV_20663,Bacteria,Omnitrophicaeota,NA,NA,NA,NA
ASV_20664,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_20665,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
ASV_20666,Bacteria,Planctomycetes,Pla4_lineage,NA,NA,NA
ASV_20667,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
ASV_20668,Bacteria,Chlamydiae,LD1-PA32,NA,NA,NA
ASV_20669,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,NA
ASV_20670,Bacteria,Armatimonadetes,DG-56,NA,NA,NA
ASV_20671,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_20672,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,NA,NA
ASV_20673,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_20674,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter
ASV_20675,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerobacterium
ASV_20676,Bacteria,Latescibacteria,NA,NA,NA,NA
ASV_20677,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA,NA
ASV_20678,Bacteria,Omnitrophicaeota,NA,NA,NA,NA
ASV_20679,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_20680,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
